,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Name,Price,Province,Rating,Region,Subregion,User Avg Rating,Variety,Vintage,Winery
103,13.5%,"Willamette Valley, Willamette Valley, Oregon, US",750 ml,White, US,12/1/2020,"
                      Pinot Gris from Burgundy is a rather rare beast, so the back label claim that this is “Burgundian-style” doesn't shed any light on the matter. Light it is however, with clean flavors of apple and pear, medium weight and a touch of skin bitterness in the finish.                      Paul Gregutt ",,Firesteed 2019 Pinot Gris (Willamette Valley),$16, Oregon,87, Willamette Valley,Willamette Valley,Not rated yet [Add Your Review],Pinot Gris,2019,Firesteed
104,13.5%,"South Coast, South Coast, California, US",750 ml,White, US,12/1/2020,"
                      Aromas of wet earth, lanolin and mushrooms kick off the nose on this slightly reductive bottling. There are apple and pear flavors on the palate, with a lingering hint of petrol.                      Matt Kettmann ",,Granite Lion 2019 Pinot Gris (South Coast),$28, California,86, South Coast,South Coast,Not rated yet [Add Your Review],Pinot Gris,2019,Granite Lion
105,13%,"Alsace, Alsace, France",500 ml,Dessert, France,11/1/2020,"
                      Purity, intensity and sweetness are evident with just one whiff of this wine. Aromas carry touches of blossom, earth and candied tangerine zest. The palate confirm these impressions with its concentrated, luscious body, tingling acid and encompassing sweetness. It's exquisite now, but even decades will not wither this wine's pristine fruit ad intensity.                      Anne Krebiehl MW ",Séléction de Grains Nobles Schlossberg Grand Cru,Kirrenbourg SAS 2018 Séléction de Grains Nobles Schlossberg Grand Cru Pinot Gris (Alsace),$66, Alsace,96,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2018,Kirrenbourg SAS
106,13.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      The intense scent of ripe, yellow pear skin on this wine's nose holds juiciness, generosity and the promise of texture. You can almost smell the sunshine on this fruit The palate reins this in and presents a smooth, precise and well-proportioned body that is suffused with appetizing juiciness. There is a hint of fruit sweetness, but a whole lot of texture, too, so the just off-dry finish is a triumph of balance. The wine is rich but utterly precise and very long. Drink by 2045.                      Anne Krebiehl MW ",Clos Saint Landelin Grand Cru Vorbourg,René Muré 2016 Clos Saint Landelin Grand Cru Vorbourg Pinot Gris (Alsace),$40, Alsace,96,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2016,René Muré
107,14%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      On the nose of this wine, the ripeness and headiness of Williams pear notes are immediately apparent. It also offers freshness and the gorgeously open aroma of that Williams pear suffused with lime zest. On the palate the concentration is immense but elegant. Gentle sweetness is balanced by freshness and backed by ample fruit. The finish is balanced. Lovely now, this powerful but precise wine is certain to evolve further. Drink through 2035.                      Anne Krebiehl MW ",Wiebelsberg Grand Cru,Domaine Gresser 2015 Wiebelsberg Grand Cru Pinot Gris (Alsace),$70, Alsace,95,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2015,Domaine Gresser
108,14%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      On the nose of this wine, the ripeness and headiness of Williams pear notes are immediately apparent. It also offers freshness and the gorgeously open aroma of that Williams pear suffused with lime zest. On the palate the concentration is immense but elegant. Gentle sweetness is balanced by freshness and backed by ample fruit. The finish is balanced. Lovely now, this powerful but precise wine is certain to evolve further. Drink through 2035.                      Anne Krebiehl MW ",Wiebelsberg Grand Cru,Domaine Gresser 2015 Wiebelsberg Grand Cru Pinot Gris (Alsace),$70, Alsace,95,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2015,Domaine Gresser
109,13.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Smoky stoniness initially fills the nose on this wine. With a little more air, pear fruitiness comes though while a flinty glint of reduction smoulders in the background. The palate comes with the gentlest sweetness and still needs to knit together. Ample fruit, great energy and immense concentration are all evident in one juicy sip. This is a powerhouse of a wine, coiled tightly and streamlined into a toned swoop. It will release its force in due course. Drink 2025–2045.                      Anne Krebiehl MW ",Clos Saint Urbain Rangen de Thann Grand Cru,Domaine Zind-Humbrecht 2018 Clos Saint Urbain Rangen de Thann Grand Cru Pinot Gris (Alsace),$110, Alsace,95,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2018,Domaine Zind-Humbrecht
110,13.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Notes of baked apple and bruised, ripe apple peel signal mellowness on this wine's nose. The dry, fresh palate counters this with spicy freshness reminiscent of cinnamon, sandalwood and a touch of white pepper. Concentrated, juicy and precise, it carries that earthy spice to the fore on the dry finish. Drink by 2045.                      Anne Krebiehl MW ",Moenchberg Grand Cru,Marc Kreydenweiss 2018 Moenchberg Grand Cru Pinot Gris (Alsace),$63, Alsace,95,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2018,Marc Kreydenweiss
111,13.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      A heady sense of red-cheeked Mirabelle skin and ripe pear releases fruitiness on this wine's nose. The palate pulls it all together into a body of freshness and precision. Immensely concentrated, it has a mouthwatering sense of dried citrus-peel richness. The off-dry finish displays supreme balance and convinces with solidity that echoes with pepper spice. Drink by 2045.                      Anne Krebiehl MW ",Furstentum Grand Cru,Domaine Albert Mann 2017 Furstentum Grand Cru Pinot Gris (Alsace),$45, Alsace,95,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2017,Domaine Albert Mann
112,14%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      A touch of flinty reduction still clings to this wine's aromas of juicy pear. The palate, precise and firm, then swells to contain all the vivid, ripe pear fruit. Freshness makes the mouth water. Despite the richness, this concentrated wine stays toned and firm. The finish is just off dry and balanced, ringing with richness and precision.                      Anne Krebiehl MW ",Hengst Grand Cru,Domaine Albert Mann 2017 Hengst Grand Cru Pinot Gris (Alsace),$45, Alsace,95,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2017,Domaine Albert Mann
113,13.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      An earthy smudge of yeastiness still buffers pear notes on this wine's nose, but richness is signaled right away. The palate presents rounded and buffered power that holds freshness and juiciness at its core. A textural element, slightly creamy, slightly pithy, provides an ideal backdrop for this robert, balanced wine that has an almost-dry finish.                      Anne Krebiehl MW ",Brand Grand Cru,Kirrenbourg SAS 2018 Brand Grand Cru Pinot Gris (Alsace),$45, Alsace,95,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2018,Kirrenbourg SAS
114,14%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Baked-pear notes on the nose of this wine are made mellower by creaminess, but there also is a heady, fresher whiff of Williams pear. These rich aromatics also feature on the smooth, rounded but fresh palate. This is sinuous and toned in terms of shape but utterly creamy and mellow in terms of fruit and texture. An appetizing off-dry combination, the wine will evolve. Drink by 2045.                      Anne Krebiehl MW ",Zotzenberg Grand Cru,Boeckel 2018 Zotzenberg Grand Cru Pinot Gris (Alsace),$60, Alsace,95,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2018,Boeckel
115,14%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Apple and pear intensity on this wine's nose seem to beam upward in a dense shaft of scent. The bold palate puts textural concentration center stage, with a pithy core and mouthwatering freshness that are buffered by the fruit. Compelling and just off dry, the wine makes no concessions to prettiness and seems like a message from profound earth instead. Drink by 2040.                      Anne Krebiehl MW ",Furstentum Grand Cru,Domaine Bott-Geyl 2016 Furstentum Grand Cru Pinot Gris (Alsace),$54, Alsace,94,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2016,Domaine Bott-Geyl
116,13.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Notes of ripe Williams pear are suffused with dried lemon peel on the aromatic nose of this wine. The palate comes in with a sweet, high note of honey around which the fruit coalesces, along with a bright line of lemon. Concentration and texture as well as that dried citrus-rind freshness make this wine precise, while honeyed medium-sweetness makes it mellow. Drink by 2040.                      Anne Krebiehl MW ",Froehn Grand Cru,Jean Becker 2017 Froehn Grand Cru Pinot Gris (Alsace),N/A, Alsace,94,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2017,Jean Becker
117,13%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Creaminess accompanies pear notes on this wine's mellow nose, alongside a hint of chalk. Smoothness duly reappears on the rounded palate where concentration and richness are evident. There is a real sense of depth and of untold richness to come. Lovely now, the wine will certainly evolve. Drink by 2040.                      Anne Krebiehl MW ",Mambourg Grand Cru,Maurice Schoech & Fils 2017 Mambourg Grand Cru Pinot Gris (Alsace),$36, Alsace,94,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2017,Maurice Schoech & Fils
118,13.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Along with subtle notes of Williams pear on this wine's nose, it also has pear-scented headiness reminiscent of eau-de-vie. The palate provides a textured, concentrated yet juicy backdrop for this panoply of pear tones. Something mouthwatering about the intensity and vein of pleasant bitterness evokes fresh walnut skins. The finish is intense and off dry. Drink by 2040.                      Anne Krebiehl MW ",Sonnenglanz Grand Cru,Domaine Bott-Geyl 2016 Sonnenglanz Grand Cru Pinot Gris (Alsace),$54, Alsace,94,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2016,Domaine Bott-Geyl
119,13%,"Alsace, Alsace, France",750 ml,Dessert, France,11/1/2020,"
                      Blossom honey is the first impression to come though on the shy nose of this wine. With more air this is rounded out with gentle muskiness and rich notes of Mirabelle compote. The palate of this late-harvest style brims with honeyed sweetness countered by candied-lemon concentration. This wine is sweet, intense, elegant, bold and totally aromatic with its freshness.                      Anne Krebiehl MW ",Vendanges Tardives Frankstein Grand Cru,Domaine Charles Frey 2017 Vendanges Tardives Frankstein Grand Cru Pinot Gris (Alsace),$80, Alsace,94,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2017,Domaine Charles Frey
120,13%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      In this wine, generous aromas of ripe pear have an extra juiciness and fruitiness that evokes baked peach. The fruit is equally intense on the supple, rounded and rich palate where they are made more precise by citrus pithiness that lends texture and verve. There is richness and depth, but all is subtly presented.                      Anne Krebiehl MW ",Schlossberg Grand Cru,Maurice Schoech & Fils 2017 Schlossberg Grand Cru Pinot Gris (Alsace),$36, Alsace,94,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2017,Maurice Schoech & Fils
121,13.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Ripe, pristine notes of yellow pear on this wine's nose come with notions of creamy banana and vanilla. The palate carries rich, concentrated fruit, but in a precise fashion that channels the rounded ripeness into smooth generosity. A vein of freshness and smidge of sweetness give the fruit staying power and verve. Together they present an off-dry wine with immense potential and elegance. Drink by 2045.                      Anne Krebiehl MW ",Rosacker Grand Cru,Sipp Mack 2016 Rosacker Grand Cru Pinot Gris (Alsace),$50, Alsace,94,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2016,Sipp Mack
122,14%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Juicy pear notes on this wine's open nose are nuanced and appetizing, presenting Williams pear tempered with lemon. More ripe, aromatic and juicy pear shows on the palate. The concentrated midpalate is balanced, with a fresh finish and rounded warmth.                      Anne Krebiehl MW ",Zinnkoepfle Grand Cru,La Cave des Vignerons de Pfaffenheim 2018 Zinnkoepfle Grand Cru Pinot Gris (Alsace),$35, Alsace,93,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2018,La Cave des Vignerons de Pfaffenheim
123,13%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      A waft of smoke emerges first on the mellow nose of this wine, with ripe pear flavors. The palate presents rounded and smooth pear generosity, edged with freshness that accentuates the smoothness even more. This balances the ample, full-fruited body that offers gentle warmth, freshness and an off-dry finish.                      Anne Krebiehl MW ",Brand Crand Cru,Cave de Turckheim 2017 Brand Crand Cru Pinot Gris (Alsace),$55, Alsace,93,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2017,Cave de Turckheim
124,13%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Gingerbread richness is aligned to pleasant walnut-peel bitterness on the intriguing nose of this wine. The concentrated palate is equally complex, rounding out autumnal spice with rich, medium-sweet pear fruit. Mellow, rich and rounded, the wine comes with a sense of balance that enhances all of those glorious spice notes.                      Anne Krebiehl MW ",Hengst Grand Cru,Cave de Turckheim 2015 Hengst Grand Cru Pinot Gris (Alsace),$55, Alsace,93,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2015,Cave de Turckheim
125,13.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Ripe fresh and baked pear have a creaminess on this wine's open nose. That creaminess attains pithy texture on the rounded palate that is a beautiful foil for the rich fruit, especially baked-apple notes that come to the fore. A vein of freshness and generous warmth show on the off-dry finish.                      Anne Krebiehl MW ",Kanzlerberg Grand Cru,Gustave Lorentz 2016 Kanzlerberg Grand Cru Pinot Gris (Alsace),$65, Alsace,93,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2016,Gustave Lorentz
126,14%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      In this wine, a flinty whiff of reduction flashes up before cream, pear and vanilla unite into a sensuous aroma. The palate retains that creaminess and uses it as a blackdrop for the oaky vanilla spice, notions of baked pear and the insistent, concentrated fruitiness. This rounded, medium-dry wine shows a little warmth but all comes together harmoniously.                      Anne Krebiehl MW ",Trois Châteaux Eichberg Grand Cru,Kuentz-Bas 2018 Trois Châteaux Eichberg Grand Cru Pinot Gris (Alsace),$56, Alsace,93,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2018,Kuentz-Bas
127,13%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Gingerbread richness is aligned to pleasant walnut-peel bitterness on the intriguing nose of this wine. The concentrated palate is equally complex, rounding out autumnal spice with rich, medium-sweet pear fruit. Mellow, rich and rounded, the wine comes with a sense of balance that enhances all of those glorious spice notes.                      Anne Krebiehl MW ",Hengst Grand Cru,Cave de Turckheim 2015 Hengst Grand Cru Pinot Gris (Alsace),$55, Alsace,93,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2015,Cave de Turckheim
128,13.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Tropical hints of mango juice hover above juicy pear notes on the nose of this wine. The dry palate then fills with creamy richness and concentration, displaying the mellow ripeness of apple, the pithy zest of citrus and the rounded spice of apple tart. The rich, bold flavors come together harmoniously on the fresh, expressive palate. Bottle age will only make it more delicious. Drink by 2030.                      Anne Krebiehl MW ",Steinert Grand Cru,Domaine Rieflé 2018 Steinert Grand Cru Pinot Gris (Alsace),$45, Alsace,93,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2018,Domaine Rieflé
129,13.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      This wine gives an immediate sense of richness. Vanilla, buttery richness and the sweet spice of pear crumble jump from the glass. The palate presents mellow notions of baked fruit edged with a hint of lemon, but with that same buttery vanilla and spice roundness. All is intensified by the medium-sweet style that is nutty and rich but also balanced.                      Anne Krebiehl MW ",Ehrhart Brand Grand Cru,Domaine Saint-Rémy 2017 Ehrhart Brand Grand Cru Pinot Gris (Alsace),$31, Alsace,93,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2017,Domaine Saint-Rémy
130,13.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Despite vigorous swirling the aromas of this wine remain closed. Fruit concentration becomes apparent on the off-dry palate that offers the impression of ripe, juicy and mellow pear. The off-dry style homes in on the ripeness and accentuates the slight alcoholic heat. This powerful, smooth wine nonetheless has lovely freshness.                      Anne Krebiehl MW ",Mambourg Grand Cru,Pierre Sparr 2018 Mambourg Grand Cru Pinot Gris (Alsace),$47, Alsace,92,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2018,Pierre Sparr
131,13%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Hints of peach and juicy pear are subtle on this wine's shy nose. The fruit breaks through fully on the palate to present a medium-sweet rendition of canned peaches. Lovely freshness underscores the vivid juiciness of this medium-sweet wine.                      Anne Krebiehl MW ",Anne de K Schlossberg Grand Cru,Bestheim 2017 Anne de K Schlossberg Grand Cru Pinot Gris (Alsace),$31, Alsace,92,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2017,Bestheim
132,13.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      A crackle of herbal savoriness on this wine's juicy nose recalls bergamot leaf. The palate immediately sets a different note of rounded, juicy sweetness that envelopes rich baked peach. That bergamot flicker helps accentuate the concentration of the rich fruit. The finish is medium sweet, peachy and long.                      Anne Krebiehl MW ",Gloeckelberg Grand Cru,Domaine Fernand Engel 2018 Gloeckelberg Grand Cru Pinot Gris (Alsace),$42, Alsace,92,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2018,Domaine Fernand Engel
133,14%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Pear and wet earth are the two chief aromas on this wine's nose, while a lactic element adds an unusual tone. The palate presents concentrated, ripe pear made more intense by some alcoholic heat. Hints of mellow spiced apple create a rich aftertaste on the medium-dry wine.                      Anne Krebiehl MW ",Kirchberg de Barr Grand Cru,Andre Lorentz 2016 Kirchberg de Barr Grand Cru Pinot Gris (Alsace),N/A, Alsace,92,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2016,Andre Lorentz
134,12.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      The exuberance of ripe, yellow pear abounds on the nose of this wine. The palate echoes this with vivid pear notes that are fresh but juicily, drippingly ripe. A touch of zesty pith and a sweet finish accentuate the rounded body and concentration.                      Anne Krebiehl MW ",Brudertahl Grand Cru,Domaine Robert Klingenfus 2018 Brudertahl Grand Cru Pinot Gris (Alsace),$17, Alsace,92,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2018,Domaine Robert Klingenfus
135,13%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Scented, lemony freshness lifts the pear and peach notes of this wine, creating a sense of anticipation. The palate pivots towards ripe, juicy yellow peach and revels in flavors made all the more intense by the medium-sweet style. This wine is juicy, bold and rounded.                      Anne Krebiehl MW ",Winzenberg Grand Cru,Hubert Meyer 2018 Winzenberg Grand Cru Pinot Gris (Alsace),$63, Alsace,92,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2018,Hubert Meyer
136,13.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      The mellow ripeness of russet pear is subtle on this wine's nose. Real mellowness begins to show on the palate, coming across as ripe pear surrounded by smooth hints of banana against a backdrop of creaminess. A fine line of freshness lends contour to this concentrated, rounded wine that has a nearly dry finish.                      Anne Krebiehl MW ",Steinert Grand Cru,La Cave des Vignerons de Pfaffenheim 2018 Steinert Grand Cru Pinot Gris (Alsace),$35, Alsace,92,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2018,La Cave des Vignerons de Pfaffenheim
137,13.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Ripe russet pear immediately becomes apparent on the nose of this wine, tempered by a concentrated, zesty note. Smooth, ripe pear notes are enhanced by the medium-dry style while that russet-pear-peel texture lends structure. Hints of baking spice, nutmeg and vanilla appear, making this rich and rounded wine mellow but fresh.                      Anne Krebiehl MW ",Gloeckelberg Grand Cru,Cave de Ribeauvillé 2015 Gloeckelberg Grand Cru Pinot Gris (Alsace),$45, Alsace,92,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2015,Cave de Ribeauvillé
138,12.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      The exuberance of ripe, yellow pear abounds on the nose of this wine. The palate echoes this with vivid pear notes that are fresh but juicily, drippingly ripe. A touch of zesty pith and a sweet finish accentuate the rounded body and concentration.                      Anne Krebiehl MW ",Brudertahl Grand Cru,Domaine Robert Klingenfus 2018 Brudertahl Grand Cru Pinot Gris (Alsace),$17, Alsace,92,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2018,Domaine Robert Klingenfus
139,12.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Rich baked pear is rounded out with mellow baked apple on the expressive nose of this wine. The palate flows with medium sweetness, accentuated by gentle freshness and ripe, concentrated fruit. This wine is full-on but has a fresh finish.                      Anne Krebiehl MW ",Marckrain Grand Cru,Domaine Michel Fonne 2017 Marckrain Grand Cru Pinot Gris (Alsace),$26, Alsace,91,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2017,Domaine Michel Fonne
140,12.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Creamy pear and the mellow ripeness of this wine's nose carry onto the juicy palate. Freshness and a citrus overtone temper the ripe pear fruit that is boosted by the medium-sweet style. This wine is full-fruited and generous.                      Anne Krebiehl MW ",Hengst Grand Cru,Domaine Viticole de la Ville de Colmar 2019 Hengst Grand Cru Pinot Gris (Alsace),$34, Alsace,91,Alsace,,Not rated yet [Add Your Review],Pinot Gris,2019,Domaine Viticole de la Ville de Colmar
141,13.4%,"Carneros, Napa-Sonoma, California, US",750 ml,White, US,11/1/2020,"
                      Creamy and viscous in stone fruit, mango and fig, this white is opulent in texture with a subdued, balanced sense of ripeness. The acidity is equally poised and integrated, providing lasting freshness to the fruit.                      Virginie Boone ",Grace Benoist Ranch Estate Grown,Etude 2019 Grace Benoist Ranch Estate Grown Pinot Gris (Carneros),$30, California,91, Napa-Sonoma,Carneros,Not rated yet [Add Your Review],Pinot Gris,2019,Etude
142,13%,"California, California Other, California, US",750 ml,White, US,11/1/2020,"
                      Nicely concentrated, crisp fruit flavors give this medium-bodied wine a lot to like. Tangy white-peach and Pippin apple flavors are lightly accented by lemon, adding to the vibrant mouthfeel.                      Jim Gordon ",,Dark Horse 2019 Pinot Grigio (California),$8, California,90, California Other,California,Not rated yet [Add Your Review],Pinot Grigio,2019,Dark Horse
143,12.45%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,White, US,11/1/2020,"
                      The aromas are light, with notes of freshly cut yellow apple and pear followed by sleek, pleasing, fruit forward flavors that bring a bright sense of acidity. Acid and freshness are the drivers. Pair it with scallop ceviche with generous amounts of lime.                      Sean P. Sullivan ",,Cavatappi 2019 Pinot Grigio (Columbia Valley (WA)),$13, Washington,90, Columbia Valley,Columbia Valley (WA),Not rated yet [Add Your Review],Pinot Grigio,2019,Cavatappi
144,13%,"Central Coast, Central Coast, California, US",750 ml,White, US,11/1/2020,"
                      Aromas of guava and honeydew carry the fresh nose of this widely available bottling. There is a pleasing grip to the sip, where guava peel, Asian pear and cherimoya flavors meet with a hint of wet stone.                      Matt Kettmann ",,SeaGlass 2019 Pinot Grigio (Central Coast),$12, California,89, Central Coast,Central Coast,Not rated yet [Add Your Review],Pinot Grigio,2019,SeaGlass
145,14%,"Rogue Valley, Southern Oregon, Oregon, US",750 ml,White, US,11/1/2020,"
                      A chunky palate mixes fresh apples, a touch of Bartlett pear and the refreshing suggestion of just-sliced cucumber. It's textured and clean, underscored with a wash of wet stone.                      Paul Gregutt ",,Foris 2019 Pinot Gris (Rogue Valley),$14, Oregon,89, Southern Oregon,Rogue Valley,Not rated yet [Add Your Review],Pinot Gris,2019,Foris
146,14%,"San Benito, Central Coast, California, US",750 ml,White, US,11/1/2020,"
                      Tangy aromas of orange and lime rind meet with warm hints of freshly cut pear on the likable nose of this bottling. The palate is rounded with honeydew and white-melon flavors, made more complex by wet rock elements. It is incredibly easy to drink.                      Matt Kettmann ",,Swanson 2019 Pinot Grigio (San Benito),$21, California,88, Central Coast,San Benito,Not rated yet [Add Your Review],Pinot Grigio,2019,Swanson
147,14.1%,"Monterey County, Central Coast, California, US",750 ml,White, US,11/1/2020,"
                      Crisp and clean lines of lime, chalk and peach start the nose on this bottling. The palate is fresh, with a pleasant texture, offering light stone-fruit flavors and a hint of salt.                      Matt Kettmann ",,Hahn 2019 Pinot Gris (Monterey County),$15, California,88, Central Coast,Monterey County,Not rated yet [Add Your Review],Pinot Gris,2019,Hahn
148,14.1%,"Santa Lucia Highlands, Central Coast, California, US",750 ml,White, US,11/1/2020,"
                      The slightest shade of pink in the glass, this bottling offers a simple yet pleasant nose of wet cement, white flower and nectarine aromas. Tangerine-peel and stone-fruit flavors show on the easy-to-enjoy palate.                      Matt Kettmann ",SLH,Hahn 2019 SLH Pinot Gris (Santa Lucia Highlands),$28, California,88, Central Coast,Santa Lucia Highlands,Not rated yet [Add Your Review],Pinot Gris,2019,Hahn
149,13.2%,"Anderson Valley, Mendocino County, California, US",750 ml,White, US,11/1/2020,"
                      This medium-bodied wine offers charming floral and peach aromas, nicely ripe flavors and a rounded mouthfeel. It's rather soft and easy to sip.                      Jim Gordon ",,Handley 2018 Pinot Gris (Anderson Valley),$24, California,88, Mendocino County,Anderson Valley,Not rated yet [Add Your Review],Pinot Gris,2018,Handley
150,13.5%,"California, California Other, California, US",750 ml,White, US,11/1/2020,"
                      This well-balanced and nicely fruity wine offers honeydew-melon flavors, lively acidity and a very fresh, palate-cleansing texture—a versatile wine for all seasons.                      Jim Gordon ",,Kendall-Jackson 2019 Pinot Gris (California),$15, California,88, California Other,California,Not rated yet [Add Your Review],Pinot Gris,2019,Kendall-Jackson
151,13.5%,"Livermore Valley, Central Coast, California, US",750 ml,White, US,11/1/2020,"
                      This unusual wine appears as a light-copper-colored rosé, showing the true color of the Pinot Gris grape skins. It's full of prosciutto and melon flavors, has a rather full body and a hint of tangy acidity for good balance.                      Jim Gordon ",Vintner Select,Longevity 2019 Vintner Select Pinot Grigio (Livermore Valley),$26, California,88, Central Coast,Livermore Valley,Not rated yet [Add Your Review],Pinot Grigio,2019,Longevity
152,13.7%,"Fair Play, Sierra Foothills, California, US",750 ml,White, US,11/1/2020,"
                      Quite rich and concentrated, this ripe and peachy-tasting wine offers a mouthfilling full body and ample fruit flavors.                      Jim Gordon ",Lemley Ranch,Oakstone 2019 Lemley Ranch Pinot Grigio (Fair Play),$28, California,88, Sierra Foothills,Fair Play,Not rated yet [Add Your Review],Pinot Grigio,2019,Oakstone
153,14.2%,"San Luis Obispo County, Central Coast, California, US",750 ml,White, US,11/1/2020,"
                      Light aromas of grapefruit and nectarine make for a fresh entry on the nose of this wine. There is a compelling texture to the sip, where crushed white-rock and fresh lemon-peel flavors work just fine.                      Matt Kettmann ",Spanish Springs Vineyard,Old Creek Ranch 2018 Spanish Springs Vineyard Pinot Gris (San Luis Obispo County),$35, California,88, Central Coast,San Luis Obispo County,Not rated yet [Add Your Review],Pinot Gris,2018,Old Creek Ranch
154,12%,"Clarksburg, Central Valley, California, US",750 ml,White, US,11/1/2020,"
                      This is a straightforward, crisp and clean wine with good acidity and mild fruit flavors. It's light bodied and refreshing, good for everyday occasions.                      Jim Gordon ",,Bogle 2018 Pinot Grigio (Clarksburg),$11, California,87, Central Valley,Clarksburg,Not rated yet [Add Your Review],Pinot Grigio,2018,Bogle
155,13.5%,"California, California Other, California, US",750 ml,White, US,11/1/2020,"
                      This ripe and mouthfilling wine shows a soft fruitiness, a nicely full body and laid-back pear flavors.                      Jim Gordon ",,Three Thieves 2019 Pinot Grigio (California),$11, California,86, California Other,California,Not rated yet [Add Your Review],Pinot Grigio,2019,Three Thieves
156,12%,"California, California Other, California, US",750 ml,White, US,11/1/2020,"
                      A slightly smoky, petrol aroma and lip-smacking apricot flavors help this light-bodied wine stand out. It's a bit earthy and unorthodox but fun to drink.                      Jim Gordon ",,Josh Cellars 2019 Pinot Grigio (California),$15, California,86, California Other,California,Not rated yet [Add Your Review],Pinot Grigio,2019,Josh Cellars
